,Segmento,SemanaDoMes,QtdDiasSemCompras,CamprasMedia,CamprasMediaMesAtual,UltimaCompraCancelada,Positivada
16606,10,2,2,8.0,7,0,0
10827,10,2,17,8.0,9,0,0
32354,10,2,6,0.0,4,0,0
29137,10,2,20,0.0,6,0,0
26188,10,2,20,0.0,7,1,0
26525,10,2,7,8.5,12,0,0
31437,10,2,21,0.0,9,0,0
32505,10,2,21,0.0,10,0,0
8783,10,2,35,0.0,15,0,0
38896,10,2,35,12.0,9,1,0
1934,10,2,14,0.0,12,1,0
2839,10,2,13,0.0,0,0,0
39718,10,2,91,11.0,0,0,0
4098,10,2,7,11.0,9,0,0
33966,10,2,20,0.0,3,1,0
22048,10,2,10,8.0,16,0,0
26179,10,2,19,8.0,3,0,0
5328,10,2,33,8.0,11,0,0
3509,10,2,14,0.0,8,0,0
544,10,2,30,0.0,45,0,0
29748,10,2,19,0.0,6,0,0
6208,10,2,21,12.5,5,0,0
3704,10,2,21,0.0,7,0,0
21657,10,2,7,12.5,4,0,0
31904,10,2,30,8.0,10,0,0
9156,10,2,14,10.0,5,0,0
35008,10,2,14,8.5,3,0,0
38292,10,2,49,8.5,0,0,0
36244,10,2,26,8.0,7,0,0
28109,10,2,34,0.0,3,1,0
23748,10,2,27,0.0,11,1,0
4668,10,2,15,8.0,17,0,0
8592,10,2,6,0.0,7,0,0
10187,10,2,5,8.0,4,0,0
9274,10,2,6,0.0,27,0,0
22448,10,2,7,11.5,3,0,0
32139,10,2,7,8.5,5,0,0
36629,10,2,24,0.0,2,1,0
17638,10,2,21,0.0,5,0,0
36834,10,2,7,9.5,9,0,0
9686,10,2,21,0.0,13,0,0
7801,10,2,13,8.0,2,1,0
21176,10,2,6,8.0,5,0,0
18592,10,2,28,0.0,21,0,0
3592,10,2,22,8.0,4,0,0
31665,10,2,14,12.5,8,0,0
27316,10,2,30,8.0,17,0,0
7322,10,2,36,8.0,4,0,0
283,10,2,20,0.0,4,0,0
27905,10,2,2,8.0,4,0,0
40208,10,2,11,8.0,5,1,0
33717,10,2,21,0.0,2,0,0
4176,10,2,35,0.0,3,0,0
19896,10,2,15,8.0,4,0,0
97,10,2,14,0.0,19,0,0
33637,10,2,11,0.0,15,1,0
38937,10,2,24,8.0,13,0,0
23858,10,2,27,8.0,3,0,0
14727,10,2,23,8.0,4,0,0
4030,10,2,6,10.5,5,0,0
39354,10,2,10,8.5,0,0,0
36483,10,2,9,8.0,19,0,0
37757,10,2,8,0.0,12,0,0
9858,10,2,14,0.0,5,0,0
10005,10,2,9,8.0,4,0,0
32606,10,2,14,17.0,18,0,0
16699,10,2,7,0.0,13,0,0
34411,10,2,26,8.0,8,0,0
35628,10,2,30,8.0,4,0,0
15462,10,2,7,8.5,4,0,0
25290,10,2,10,8.0,9,0,0
4302,10,2,14,12.0,3,0,0
21035,10,2,24,8.0,7,1,0
21259,10,2,6,8.0,6,0,0
10539,10,2,57,8.0,4,1,0
10762,10,2,21,15.0,30,0,0
27916,10,2,13,0.0,0,0,0
11285,10,2,20,10.0,7,0,0
34340,10,2,7,0.0,8,0,0
19866,10,2,42,11.0,0,0,0
6993,10,2,18,8.0,4,0,0
12714,10,2,15,8.0,6,0,0
14017,10,2,7,10.5,14,0,0
19086,10,2,6,12.0,8,0,0
2055,10,2,6,0.0,11,0,0
36480,10,2,14,0.0,5,0,0
16196,10,2,40,12.5,14,0,0
36355,10,2,15,8.0,17,0,0
10681,10,2,21,8.5,9,0,0
36023,10,2,14,8.5,5,0,0
34083,10,2,6,0.0,16,0,0
21954,10,2,20,8.0,8,0,0
2123,10,2,14,10.0,3,0,0
10191,10,2,40,8.0,13,0,0
37887,10,2,4,8.0,3,0,0
13285,10,2,30,8.0,17,0,0
9727,10,2,32,8.0,10,0,0
33999,10,2,23,8.0,7,1,0
13140,10,2,21,14.5,13,0,0
4597,10,2,47,8.0,3,1,0
22361,10,2,27,15.0,6,0,0
23304,10,2,35,9.5,5,0,0
5425,10,2,16,8.0,14,0,0
15063,10,2,14,10.0,4,0,0
1667,10,2,11,8.0,4,0,0
4136,10,2,11,0.0,4,0,0
341,10,2,21,10.0,12,0,0
6253,10,2,7,8.5,5,0,0
23175,10,2,38,8.0,6,0,0
16549,10,2,5,8.0,10,0,0
17821,10,2,8,8.0,7,0,0
37064,10,2,6,0.0,10,0,0
28955,10,2,4,8.0,4,0,0
11399,10,2,20,10.5,4,0,0
8704,10,1,14,8.0,8,0,1
24681,10,1,35,8.0,7,0,1
20432,10,1,7,0.0,4,0,1
40242,10,1,29,12.0,12,0,1
38318,10,1,7,0.0,4,0,1
27087,10,1,21,0.0,10,0,1
28177,10,1,5,0.0,0,0,1
7227,10,1,21,8.0,6,0,1
14783,10,1,7,8.0,37,0,1
776,10,1,9,8.0,3,0,1
26552,10,1,6,0.0,0,0,1
1031,10,1,28,12.5,6,0,1
29784,10,1,25,8.0,13,0,1
28356,10,1,3,0.0,0,0,1
27274,10,1,2,0.0,0,0,1
28686,10,1,4,0.0,0,0,1
16684,10,1,24,10.5,6,0,1
17457,10,1,28,0.0,6,0,1
38503,10,1,10,14.5,8,0,1
885,10,1,20,12.0,4,0,1
9511,10,1,20,15.5,22,0,1
31169,10,1,21,8.0,8,0,1
33731,10,1,21,0.0,8,0,1
17944,10,1,62,10.5,3,1,1
20059,10,1,7,8.5,7,0,1
16484,10,1,43,8.0,0,0,1
18717,10,1,35,8.0,5,0,1
40645,10,1,12,8.0,15,0,1
18926,10,1,11,13.0,9,0,1
19795,10,1,10,24.0,20,0,1
15021,10,1,35,8.0,2,1,1
38874,10,1,56,10.5,0,0,1
32647,10,1,35,8.0,11,0,1
10919,10,1,7,14.5,10,0,1
11471,10,1,8,16.5,18,1,1
6179,10,1,8,14.0,16,0,1
10588,10,1,14,11.0,8,0,1
9887,10,1,14,8.0,3,0,1
34327,10,1,14,8.0,10,0,1
6493,10,1,14,0.0,4,0,1
11510,10,1,7,14.0,7,0,1
3223,10,1,21,8.0,11,0,1
1384,10,1,8,8.0,4,0,1
35508,10,1,49,9.5,0,0,1
19126,10,1,21,8.0,5,0,1
33630,10,1,15,8.0,7,0,1
13016,10,1,36,10.0,3,1,1
5510,10,1,5,0.0,10,1,1
31385,10,1,7,12.0,6,0,1
9366,10,1,3,14.5,20,0,1
8858,10,1,14,0.0,5,0,1
35077,10,1,7,8.0,7,0,1
38532,10,1,49,8.0,0,0,1
6969,10,1,14,8.0,12,0,1
1080,10,1,21,8.0,5,0,1
39899,10,1,15,10.0,4,0,1
22301,10,1,16,8.0,12,0,1
24548,10,1,2,8.0,12,0,1
19433,10,1,34,8.0,8,1,1
6037,10,1,21,0.0,24,0,1
794,10,1,7,13.0,3,0,1
14216,10,1,7,12.5,6,0,1
29558,10,1,3,0.0,0,0,1
27440,10,1,21,8.0,4,0,1
30875,10,1,7,15.0,8,0,1
35433,10,1,15,8.5,6,0,1
27789,10,1,7,13.0,8,1,1
33003,10,1,49,17.0,0,0,1
10415,10,1,21,23.5,5,0,1
23362,10,1,7,8.5,5,1,1
22751,10,1,1,0.0,0,0,1
29877,10,1,21,8.0,4,0,1
22765,10,1,14,12.0,5,0,1
21766,10,1,26,0.0,8,0,1
3899,10,1,21,8.0,7,0,1
19811,10,1,7,0.0,9,0,1
16411,10,1,21,10.0,3,0,0
2125,10,1,21,14.0,5,0,0
37124,10,1,20,12.5,11,1,0
21138,10,1,5,8.0,4,0,0
31489,10,1,7,12.0,5,0,0
22266,10,1,20,0.0,5,1,0
40511,10,1,77,11.5,0,0,0
25985,10,1,16,13.0,23,0,0
9851,10,1,5,8.5,7,0,0
3270,10,1,63,8.0,5,1,0
26260,10,1,28,12.0,4,0,0
29277,10,1,7,11.0,5,0,0
17482,10,1,4,0.0,0,0,0
27188,10,1,37,8.0,15,1,0
8173,10,1,36,8.0,14,0,0
30733,10,1,14,0.0,13,0,0
27388,10,1,21,0.0,6,0,0
10793,10,1,21,0.0,4,1,0
9172,10,1,8,8.0,2,0,0
38576,10,1,19,9.5,4,0,0
5368,10,1,77,11.0,0,0,0
28144,10,1,14,8.0,3,0,0
26334,10,1,2,8.0,24,0,0
901,10,1,21,0.0,2,1,0
3057,10,1,24,11.0,16,0,0
2372,10,1,21,12.5,4,0,0
35978,10,1,21,0.0,15,0,0
29116,10,1,21,23.5,23,0,0
541,10,1,84,13.5,13,1,0
22584,10,1,21,12.5,14,0,0
12777,10,1,13,11.5,7,0,0
31447,10,1,13,15.5,12,0,0
2410,10,1,21,10.5,4,0,0
36451,10,1,7,8.0,7,1,0
11529,10,1,62,9.5,0,1,0
23006,10,1,14,8.0,12,0,0
35961,10,1,8,8.0,3,1,0
19155,10,1,21,10.5,5,0,0
9206,10,1,5,11.0,5,0,0
29483,10,1,21,10.0,8,0,0
8027,10,1,7,13.5,9,0,0
7012,10,1,5,0.0,15,0,0
24756,10,1,49,8.5,0,0,0
19384,10,1,27,11.0,10,0,0
3292,10,1,21,8.0,18,0,0
14516,10,1,5,11.0,4,0,0
36248,10,1,20,13.0,6,0,0
40304,10,1,16,8.0,6,0,0
19355,10,1,21,11.5,11,0,0
32100,10,1,2,8.0,9,0,0
440,10,1,11,8.0,9,0,0
1223,10,1,7,9.5,13,0,0
11221,10,1,7,0.0,2,0,0
641,10,1,7,0.0,13,0,0
34737,10,1,23,8.5,25,0,0
12190,10,1,21,8.0,19,0,0
18116,10,1,20,12.5,8,0,0
3533,10,1,18,13.5,7,0,0
35783,10,1,13,11.5,5,0,0
19246,10,1,5,0.0,5,0,0
20620,10,1,28,10.5,5,0,0
17475,10,1,14,8.5,7,0,0
21957,10,1,19,8.0,9,0,0
4035,10,1,8,13.0,15,0,0
40458,10,1,5,8.0,7,0,0
39775,10,1,7,8.0,17,0,0
21680,10,1,7,0.0,20,0,0
40835,10,1,5,8.0,5,1,0
8230,10,1,20,12.0,12,0,0
861,10,1,6,11.5,14,0,0
23618,10,1,1,8.0,18,0,0
25485,10,1,12,8.5,16,0,0
4166,10,1,10,8.0,7,0,0
35220,10,1,14,14.5,20,0,0
40111,10,1,7,12.0,5,0,0
24134,10,1,3,0.0,0,0,0
35381,10,1,49,12.5,4,1,0
34879,10,1,24,25.0,5,0,0
33272,10,1,21,8.0,7,0,0
21,10,1,49,10.5,4,1,0
5711,10,1,7,10.0,7,0,0
12417,10,1,9,8.5,8,0,0
31804,10,1,3,0.0,12,0,0
12536,10,1,7,11.5,3,0,0
10267,10,1,42,8.5,0,0,0
26152,10,1,7,11.0,6,0,0
15799,10,1,21,0.0,4,0,0
38685,10,1,12,0.0,4,0,0
12619,10,1,21,0.0,7,0,0
12565,10,1,21,9.5,5,0,0
40182,10,1,20,10.0,3,0,0
8608,10,1,5,8.5,5,0,0
25043,10,1,21,0.0,5,1,0
32744,10,1,13,9.5,3,0,0
3817,10,1,7,0.0,16,0,0
4576,10,1,12,10.5,12,0,0
11217,10,1,21,8.0,18,0,0
38757,10,1,7,10.5,4,0,0
10974,10,1,21,11.5,8,0,0
31278,10,1,7,9.5,6,0,0
10189,10,1,21,15.5,17,0,0
22474,10,1,27,0.0,30,0,0
8343,10,1,35,8.0,7,0,0
33522,10,1,21,11.5,6,1,0
27202,10,1,41,16.0,0,0,0
37382,10,1,6,10.5,7,0,0
20964,10,1,13,13.5,13,0,0
39557,10,1,3,0.0,6,1,0
13961,10,1,21,12.0,4,0,0
33538,10,1,34,8.0,4,0,0
31692,10,1,7,8.5,4,0,0
18829,10,1,35,8.0,5,0,0
18047,10,1,7,12.5,4,0,0
19532,10,1,21,0.0,8,0,0
36317,10,1,5,8.0,4,0,0
2876,10,1,7,8.5,9,0,0
37426,10,1,20,13.5,3,0,0
186,10,1,8,10.0,2,0,0
3750,10,1,7,0.0,26,0,0
2229,10,1,49,8.0,1,1,0
36792,10,1,7,11.5,7,0,0
15914,10,1,7,13.0,5,0,0
95,10,1,13,11.5,11,0,0
8474,10,1,14,8.0,6,0,0
1545,10,1,6,8.0,12,0,0
8120,10,1,35,8.0,3,0,0
4613,10,1,7,13.0,11,0,0
9193,10,1,8,8.0,0,0,0
31627,10,1,26,0.0,12,0,0
30726,10,1,6,8.0,8,0,0
33748,10,1,62,8.5,0,0,0
23457,10,1,20,10.5,8,0,0
26464,10,1,21,12.0,10,0,0
16135,10,1,35,8.0,6,1,0
26271,10,1,21,8.0,2,0,0
20867,10,1,9,12.5,8,0,0
23616,10,1,28,8.0,9,0,0
22017,10,1,35,8.0,25,0,0
16762,10,1,6,8.0,5,0,0
33058,10,1,76,12.5,17,1,0
1130,10,1,7,8.0,12,0,0
23906,10,1,39,10.0,10,1,0
6317,10,1,35,8.0,8,0,0
6539,10,1,21,0.0,15,0,0
16060,10,1,27,10.5,13,1,0
32901,10,1,19,0.0,3,0,0
24663,10,1,14,8.0,9,0,0
40519,10,1,35,8.0,6,0,0
446,10,1,21,0.0,10,0,0
13102,10,1,5,14.0,6,0,0
12734,10,1,13,13.0,7,0,0
25856,10,1,7,11.0,4,0,0
263,10,1,21,8.0,8,1,0
5121,10,1,23,0.0,15,0,0
29643,10,1,1,0.0,3,1,0
7142,10,1,35,8.0,3,0,0
13435,10,1,7,8.0,10,0,0
27434,10,1,34,15.5,7,0,0
31445,10,1,7,12.5,9,0,0
30857,10,1,7,8.0,26,0,0
2815,10,1,21,10.5,5,0,0
32889,10,1,7,8.0,4,0,0
18524,10,1,6,8.0,9,0,0
197,10,1,3,0.0,11,0,0
19132,10,1,4,0.0,3,1,0
8209,10,1,21,8.5,13,0,0
36192,10,1,21,10.5,4,0,0
30395,10,1,2,0.0,1,1,0
16360,10,1,49,8.5,0,0,0
28385,10,1,6,0.0,9,0,0
3612,10,1,38,10.5,4,1,0
9078,10,1,35,8.0,14,0,0
32784,10,1,7,13.0,10,0,0
25252,10,1,21,0.0,4,1,0
35980,10,1,7,14.0,7,0,0
31322,10,1,14,0.0,4,0,0
36090,10,1,84,12.5,0,0,0
36083,10,1,21,10.0,12,0,0
39836,10,1,7,8.0,0,1,0
13235,10,1,7,10.0,8,0,0
12858,10,1,77,9.5,0,0,0
30873,10,1,20,11.5,31,0,0
24794,10,1,7,0.0,13,0,0
17056,10,1,7,17.0,3,0,0
28392,10,1,21,0.0,20,0,0
19215,10,1,14,8.0,4,0,0
18319,10,1,7,8.5,5,0,0
18614,10,1,7,10.0,3,0,0
7388,10,1,8,10.5,4,0,0
82,10,1,28,8.5,8,0,0
17364,10,1,39,8.5,0,0,0
32682,10,1,29,8.0,7,0,0
18058,10,1,8,12.0,8,0,0
12828,10,1,10,11.0,8,0,0
28051,10,1,14,0.0,7,0,0
13393,10,1,63,8.0,0,0,0
39609,10,1,14,8.0,2,0,0
2929,10,1,35,8.0,12,0,0
23945,10,1,7,11.0,7,0,0
5470,10,1,23,8.5,8,0,0
8763,10,1,7,10.5,15,0,0
20674,10,1,7,8.0,18,0,0
10094,10,1,5,8.0,3,1,0
15268,10,1,7,10.0,6,0,0
38213,10,1,57,8.0,4,1,0
25580,10,1,8,8.0,5,0,0
32024,10,1,7,9.0,4,0,0
79,10,1,4,11.5,4,0,0
40636,10,1,30,14.5,5,1,0
40104,10,1,15,8.0,2,0,0
34559,10,1,14,0.0,8,0,0
32320,10,1,21,10.5,5,1,0
29325,10,1,14,8.5,5,0,0
37299,10,1,21,0.0,24,0,0
34547,10,1,7,0.0,12,0,0
38179,10,1,19,19.0,7,0,0
28817,10,1,6,12.5,10,0,0
26370,10,1,7,8.0,8,0,0
4073,10,1,7,14.5,20,0,0
34368,10,1,7,10.5,9,0,0
3557,10,1,7,0.0,4,0,0
11852,10,1,6,12.0,6,0,0
29260,10,1,35,13.5,6,1,0
38808,10,1,13,8.0,5,0,0
33520,10,1,6,10.0,5,0,0
34781,10,1,21,10.0,7,0,0
16651,10,1,7,13.5,7,0,0
39506,10,1,7,10.0,8,0,0
37905,10,1,7,14.5,10,0,0
31194,10,1,5,10.5,4,0,0
24937,10,1,21,8.0,9,1,0
31697,10,1,20,8.0,5,1,0
944,10,1,9,0.0,16,0,0
11571,10,1,8,8.0,4,1,0
25452,10,1,35,13.0,7,0,0
16421,10,1,7,13.5,8,0,0
13424,10,1,4,0.0,3,1,0
35681,10,1,14,10.0,3,0,0
27695,10,1,42,11.5,0,0,0
22494,10,1,2,0.0,6,1,0
35790,10,1,14,0.0,5,0,0
13909,10,1,20,0.0,6,1,0
7236,10,1,55,8.5,0,0,0
13559,10,1,11,8.5,4,0,0
12138,10,1,21,8.0,22,0,0
1684,10,1,7,10.5,10,0,0
11850,10,1,20,10.5,10,0,0
1540,10,1,12,10.5,5,0,0
29095,10,1,9,8.0,7,1,0
33840,10,1,21,8.0,6,0,0
22893,10,1,20,8.5,7,0,0
5144,10,1,6,12.5,0,1,0
24292,10,1,7,0.0,20,0,0
25453,10,1,14,0.0,19,0,0
5033,10,1,49,11.5,0,0,0
8519,10,1,14,8.5,8,0,0
33552,10,1,7,8.0,26,0,0
37180,10,1,7,0.0,3,0,0
23784,10,1,7,8.5,14,0,0
29091,10,1,2,10.0,5,0,0
37769,10,1,12,13.5,7,0,0
31597,10,1,20,8.0,6,0,0
6334,10,1,34,11.0,12,0,0
1742,10,1,21,0.0,8,0,0
14686,10,1,11,8.5,7,0,0
5511,10,1,42,8.0,3,1,0
3811,10,1,15,12.5,11,0,0
1581,10,1,19,0.0,5,0,0
37304,10,1,7,12.5,11,0,0
26671,10,1,21,0.0,9,0,0
33304,10,1,21,8.0,3,0,0
12542,10,1,4,8.0,5,0,0
31854,10,1,7,0.0,6,0,0
16471,10,1,21,0.0,5,0,0
13331,10,1,12,14.5,11,0,0
25752,10,1,1,0.0,11,1,0
24248,10,1,34,16.5,5,0,0
18476,10,1,11,8.5,2,0,0
562,10,1,7,0.0,7,0,0
33524,10,1,3,0.0,0,0,0
9895,10,1,6,8.0,3,0,0
14240,10,1,14,13.0,30,0,0
20119,10,1,20,8.0,5,0,0
34623,10,1,17,8.0,16,0,0
21549,10,1,49,13.5,0,0,0
24538,10,1,6,13.0,6,0,0
32713,10,1,35,8.0,5,0,0
11578,10,1,21,8.0,6,1,0
16917,10,1,13,10.5,7,0,0
28629,10,1,21,10.5,5,0,0
26250,10,1,21,8.0,5,1,0
12482,10,1,14,8.5,16,0,0
27370,10,1,40,15.0,0,1,0
28108,10,1,20,10.0,4,0,0
5945,10,1,16,11.5,8,0,0
22519,10,1,35,8.0,8,1,0
35468,10,1,56,11.0,0,0,0
30565,10,1,31,16.0,13,0,0
1889,10,1,17,0.0,6,0,0
14424,10,1,5,14.0,27,0,0
14697,10,1,7,12.0,7,0,0
21291,10,1,35,8.0,5,0,0
16015,10,1,20,8.5,4,0,0
11919,10,1,1,20.0,32,0,0
36657,10,1,7,15.0,5,0,0
16011,10,1,21,10.5,14,0,0
28473,10,1,7,8.0,13,0,0
13164,10,1,6,8.5,0,0,0
38855,10,1,7,0.0,5,0,0
30881,10,1,21,8.0,13,0,0
10217,10,1,13,8.0,11,0,0
18536,10,1,7,0.0,9,0,0
15421,10,1,23,8.0,3,0,0
6451,10,1,6,16.0,0,1,0
14636,10,1,11,13.5,10,0,0
10409,10,1,86,9.5,0,0,0
23894,10,1,7,11.0,3,0,0
434,10,1,5,0.0,0,0,0
14976,10,1,6,13.5,7,0,0
14421,10,1,21,8.0,10,0,0
5521,10,1,7,11.5,8,0,0
22186,19,4,29,8.0,7,1,1
39034,19,4,42,0.0,8,0,1
7089,19,4,14,0.0,4,0,1
17313,19,4,10,0.0,4,0,1
36726,19,4,29,8.0,0,1,1
35557,19,4,23,0.0,9,1,1
22931,19,4,29,8.0,15,1,1
32425,19,4,35,8.0,10,0,1
38990,19,4,42,0.0,6,0,1
20382,19,4,26,8.0,11,1,1
24981,19,4,63,8.0,0,0,1
5051,19,4,21,8.0,21,0,1
12526,19,4,29,8.0,8,1,1
36693,19,4,27,0.0,0,0,1
32453,19,4,29,8.0,3,1,1
6828,19,4,26,0.0,7,1,1
11183,19,4,42,0.0,9,0,1
18354,19,4,20,8.0,5,0,1
1816,19,4,14,0.0,7,0,1
3906,19,4,7,0.0,7,0,1
20868,19,4,6,8.0,8,0,1
23785,19,4,84,8.0,0,0,1
12414,19,4,21,8.0,13,1,1
31745,19,4,26,0.0,0,0,1
17331,19,4,28,8.0,12,1,1
24984,19,4,25,0.0,0,0,1
25882,19,4,7,8.0,5,0,1
22289,19,4,21,8.0,12,0,1
7710,19,4,29,8.0,13,1,1
4226,19,4,29,8.0,9,1,1
37023,19,4,21,8.0,6,0,1
70,19,4,29,8.0,9,1,1
29491,19,4,29,8.0,13,1,1
9974,19,4,19,8.0,12,0,0
32364,19,4,21,0.0,13,0,0
26680,19,4,21,0.0,4,0,0
7723,19,4,5,8.0,7,0,0
20259,19,4,49,0.0,5,1,0
5228,19,4,7,8.0,4,0,0
27791,19,4,7,0.0,10,0,0
3699,19,4,14,0.0,24,0,0
32575,19,4,24,0.0,4,0,0
38455,19,4,14,8.0,13,0,0
9291,19,4,49,0.0,6,1,0
9330,19,4,35,8.0,11,0,0
39067,19,4,1,0.0,6,0,0
8639,19,4,7,0.0,20,0,0
27238,19,4,36,8.0,4,0,0
11068,19,4,14,0.0,5,0,0
15929,19,4,6,0.0,14,0,0
32334,19,4,14,8.0,7,0,0
14721,19,4,27,0.0,9,0,0
3233,19,4,14,0.0,7,0,0
119,19,4,30,0.0,4,0,0
26232,19,4,35,8.0,7,0,0
9151,19,4,13,0.0,3,0,0
8468,19,4,7,0.0,3,0,0
978,19,4,42,0.0,18,0,0
11551,19,4,6,0.0,7,0,0
37375,19,4,67,8.0,7,1,0
6033,19,4,42,0.0,4,1,0
10309,19,4,35,8.0,30,0,0
14794,19,4,56,8.0,11,0,0
39832,19,4,20,8.0,4,0,0
25493,19,4,6,8.0,7,0,0
11222,19,4,37,8.0,5,0,0
36237,19,4,6,8.0,10,0,0
36051,19,4,67,8.0,3,1,0
12399,19,4,27,0.0,0,0,0
32478,19,4,23,0.0,0,0,0
289,19,4,13,0.0,6,0,0
7774,19,4,26,0.0,0,0,0
4155,19,4,7,0.0,13,0,0
5076,19,4,21,0.0,6,0,0
23366,19,4,35,8.0,7,1,0
27928,19,4,27,8.0,0,0,0
4091,19,4,26,8.0,0,1,0
24839,19,4,14,8.0,20,0,0
12582,19,4,70,8.0,0,0,0
30933,19,4,26,8.0,4,0,0
40359,19,4,21,0.0,3,0,0
2889,19,4,24,0.0,0,0,0
24483,19,4,7,0.0,8,0,0
28361,19,4,5,8.0,5,0,0
18279,19,4,6,8.0,12,0,0
38165,19,4,35,8.0,12,0,0
2040,19,4,7,8.0,23,0,0
33929,19,4,21,0.0,5,0,0
26206,19,4,6,8.0,5,0,0
22099,19,4,46,8.0,3,1,0
38641,19,4,48,8.0,11,1,0
1178,19,4,49,8.0,3,1,0
17876,19,4,6,0.0,5,0,0
21677,19,4,6,0.0,9,0,0
34522,19,4,57,8.0,9,0,0
758,19,4,3,0.0,7,0,0
5074,19,4,35,0.0,4,0,0
22615,19,4,42,0.0,3,0,0
16390,19,4,21,0.0,10,0,0
5974,19,4,26,8.0,8,0,0
16650,19,4,7,0.0,11,0,0
6433,19,4,7,8.0,3,0,0
3656,19,4,28,8.0,12,1,0
11525,19,4,29,8.0,18,1,0
8491,19,4,7,8.0,17,0,0
35349,19,4,14,0.0,3,0,0
9353,19,4,6,8.0,8,0,0
40674,19,4,14,0.0,4,0,0
6587,19,4,40,8.0,7,0,0
8290,19,4,49,0.0,8,0,0
38932,19,4,12,8.0,4,0,0
18858,19,4,28,0.0,3,1,0
36797,19,4,7,8.0,10,0,0
19461,19,4,20,8.0,2,0,0
13166,19,4,49,8.0,5,0,0
4414,19,4,82,8.0,5,1,0
23,19,4,31,0.0,24,0,0
11688,19,4,33,0.0,9,0,0
19193,19,4,35,0.0,8,0,0
18955,19,4,40,8.0,4,1,0
40593,19,4,21,0.0,12,0,0
32222,19,4,24,0.0,0,0,0
39029,19,4,2,0.0,18,0,0
33940,19,4,6,8.0,9,0,0
18626,19,4,21,8.0,5,0,0
29022,19,4,7,0.0,9,0,0
4135,19,4,7,8.0,5,0,0
38928,19,4,13,8.0,9,0,0
8658,19,4,21,0.0,7,1,0
29490,19,4,44,8.0,4,0,0
15898,19,4,41,8.0,5,0,0
6061,19,4,21,8.0,6,0,0
10705,19,4,35,8.0,9,0,0
7622,19,4,12,8.0,5,0,0
14874,19,4,29,8.0,0,1,0
13606,19,4,35,0.0,4,1,0
15684,19,4,42,8.0,1,0,0
30627,19,4,21,8.0,10,0,0
31027,19,4,7,8.0,6,0,0
17688,19,4,7,0.0,12,0,0
38141,19,4,56,8.0,6,1,0
6759,19,4,21,0.0,11,0,0
8555,19,4,41,0.0,7,1,0
9485,19,4,6,0.0,6,0,0
3441,19,4,7,0.0,24,0,0
37134,19,4,5,8.0,6,0,0
26734,19,4,49,8.0,2,0,0
26315,19,4,34,8.0,3,0,0
7289,19,4,7,0.0,9,0,0
21904,19,4,14,8.0,7,0,0
30164,19,4,56,8.0,7,0,0
3160,19,4,31,0.0,5,0,0
30890,19,4,7,0.0,7,0,0
1582,19,4,14,0.0,11,0,0
31932,19,4,6,8.0,5,0,0
20544,19,4,35,8.0,2,0,0
9818,19,4,7,0.0,7,0,0
21406,19,4,7,0.0,6,0,0
7153,19,4,14,0.0,10,0,0
2257,19,4,21,0.0,6,0,0
17276,19,4,7,0.0,2,0,0
11694,19,4,3,0.0,24,0,0
39165,19,4,30,8.0,0,0,0
34917,19,4,12,8.0,5,0,0
21253,19,4,21,8.0,4,0,0
5168,19,4,7,8.0,3,0,0
19563,19,4,14,0.0,4,1,0
38461,19,4,19,0.0,3,0,0
4281,19,3,21,0.0,4,0,1
39791,19,3,17,0.0,2,1,1
34572,19,3,7,0.0,4,0,1
39461,19,3,7,0.0,25,0,1
23693,19,3,20,0.0,0,0,1
24742,19,3,13,8.0,8,0,1
40741,19,3,15,0.0,23,0,1
34512,19,3,16,0.0,7,1,1
15379,19,3,17,8.0,10,0,1
1346,19,3,17,8.0,7,0,1
26861,19,3,7,0.0,7,0,1
29620,19,3,18,0.0,0,0,1
11670,19,3,7,0.0,39,0,1
19847,19,3,21,0.0,0,0,1
9729,19,3,7,8.0,5,1,1
10549,19,3,46,8.0,16,1,1
16074,19,3,7,0.0,9,0,1
26768,19,3,7,8.0,15,0,1
17188,19,3,17,0.0,0,0,1
2897,19,3,21,0.0,0,0,1
19604,19,3,38,8.0,13,1,1
39950,19,3,23,8.0,9,0,1
29049,19,3,21,0.0,0,0,1
37198,19,3,7,0.0,34,0,1
3444,19,3,21,0.0,6,0,1
2723,19,3,9,0.0,7,0,1
18305,19,3,7,0.0,4,0,1
4216,19,3,10,8.0,9,0,1
15846,19,3,17,8.0,14,0,0
15251,19,3,7,0.0,6,0,0
22446,19,3,3,8.0,9,0,0
5200,19,3,23,8.0,0,0,0
37672,19,3,22,0.0,22,1,0
18986,19,3,13,8.0,10,0,0
7745,19,3,10,8.0,9,0,0
36070,19,3,18,0.0,9,1,0
34799,19,3,6,8.0,15,0,0
33267,19,3,14,8.0,8,0,0
17912,19,3,27,8.0,9,0,0
33677,19,3,14,0.0,2,0,0
22165,19,3,28,8.0,4,0,0
29730,19,3,21,8.0,11,0,0
2046,19,3,13,8.0,7,0,0
7847,19,3,6,8.0,5,0,0
18772,19,3,12,8.0,24,0,0
26483,19,3,15,0.0,10,0,0
6288,19,3,13,0.0,13,0,0
39156,19,3,19,0.0,0,0,0
14806,19,3,24,8.0,8,0,0
16368,19,3,17,8.0,3,0,0
3649,19,3,40,0.0,18,0,0
25112,19,3,18,8.0,4,0,0
22704,19,3,34,8.0,6,1,0
2697,19,3,5,0.0,5,0,0
16271,19,3,9,8.0,13,0,0
