,Segmento,SemanaDoMes,QtdDiasSemCompras,CamprasMedia,CamprasMediaMesAtual,UltimaCompraCancelada,Positivada
13784,15,1,17,11.0,16,0,0
22325,15,1,21,0.0,5,1,0
8770,15,1,63,8.0,0,0,0
20526,15,1,21,10.0,3,0,0
2272,15,1,14,0.0,9,0,0
14864,15,1,12,8.5,7,0,0
26404,15,1,7,27.5,20,0,0
1792,15,1,74,10.5,0,0,0
5359,15,1,62,11.0,5,1,0
11205,15,1,7,12.0,12,0,0
15550,15,1,7,10.5,3,0,0
10300,15,1,21,12.5,5,0,0
40034,15,1,21,10.5,5,1,0
4343,15,1,40,8.0,0,0,0
29146,15,1,21,15.0,7,0,0
1525,15,1,7,0.0,12,0,0
15076,15,1,21,0.0,2,0,0
34940,15,1,5,8.5,0,0,0
22218,15,1,21,8.0,15,0,0
17093,15,1,14,8.5,7,0,0
13749,15,1,6,0.0,6,0,0
5513,15,1,6,0.0,4,0,0
16329,15,1,7,12.0,4,0,0
13087,15,1,2,0.0,0,0,0
5800,15,1,14,0.0,3,0,0
14291,15,1,21,8.0,6,0,0
11949,15,1,8,8.5,4,0,0
22605,15,1,11,11.0,10,0,0
18172,15,1,21,8.0,8,0,0
18186,15,1,7,10.0,3,0,0
26578,15,1,28,8.5,14,0,0
27204,15,1,7,12.0,3,0,0
31076,15,1,9,11.0,5,0,0
11798,15,1,63,12.0,4,1,0
14251,15,1,4,0.0,0,0,0
26576,15,1,5,14.0,7,0,0
17375,15,1,67,12.5,11,1,0
12884,15,1,6,8.5,0,1,0
31366,15,1,7,8.0,3,0,0
19993,15,1,7,10.0,5,0,0
35178,15,1,7,8.0,0,0,0
34332,15,1,23,12.0,8,0,0
6931,15,1,21,12.5,13,0,0
4593,15,1,62,11.0,0,0,0
28371,15,1,7,18.0,14,0,0
22293,15,1,28,11.0,7,0,0
3499,15,1,24,12.0,9,0,0
36582,15,1,42,8.0,4,1,0
25840,15,1,7,8.5,6,0,0
31142,15,1,7,8.0,22,0,0
39632,15,1,4,0.0,6,1,0
20725,15,1,21,8.0,5,0,0
19944,15,1,49,13.0,0,0,0
16821,15,1,5,0.0,11,0,0
36678,15,1,25,13.0,8,0,0
38395,15,1,9,11.0,13,0,0
21340,15,1,21,8.5,9,1,0
7647,15,1,7,8.0,9,0,0
19069,15,1,14,8.5,2,0,0
14968,15,1,26,12.5,7,0,0
25639,15,1,1,11.5,6,0,0
8270,15,1,7,16.5,14,0,0
17751,15,1,21,8.0,4,1,0
19411,15,1,7,8.0,5,0,0
25795,15,1,21,15.5,7,0,0
28794,15,1,23,8.0,50,0,0
16772,15,1,7,11.0,6,0,0
13517,15,1,21,0.0,5,0,0
24810,15,1,14,12.5,6,0,0
887,15,1,21,12.0,7,0,0
8921,15,1,34,10.0,4,0,0
39350,15,1,4,10.0,3,0,0
3975,15,1,16,0.0,4,0,0
21786,15,1,6,11.5,10,1,0
30585,15,1,1,0.0,15,0,0
9611,15,1,21,0.0,13,0,0
738,15,1,17,10.5,8,0,0
36039,15,1,19,15.0,12,0,0
24087,15,1,24,8.0,8,0,0
32284,15,1,41,10.5,0,0,0
25738,15,1,28,12.0,6,0,0
2850,15,1,41,8.0,0,0,0
11311,15,1,27,10.5,3,0,0
18573,15,1,8,0.0,12,0,0
37941,15,1,82,10.0,11,1,0
24820,15,1,5,8.5,3,1,0
1399,15,1,6,8.0,5,0,0
18164,15,1,4,8.5,0,1,0
39664,15,1,89,16.0,0,0,0
5437,15,1,7,12.0,8,0,0
37098,15,1,9,8.0,3,0,0
12673,15,1,7,10.5,4,0,0
30614,21,4,49,0.0,12,0,1
4134,21,4,26,8.0,13,1,1
19421,21,4,35,0.0,5,0,1
24765,21,4,7,0.0,3,0,1
28631,21,4,19,0.0,5,0,1
34005,21,4,10,8.0,7,0,1
13115,21,4,26,0.0,10,1,1
2033,21,4,5,0.0,17,0,1
30147,21,4,40,8.0,10,1,1
16852,21,4,5,8.0,4,0,1
3613,21,4,21,8.0,6,0,1
17548,21,4,14,0.0,7,0,1
525,21,4,38,0.0,4,0,1
13786,21,4,27,0.0,6,0,1
4340,21,4,12,8.0,10,0,1
19820,21,4,14,0.0,13,0,1
38339,21,4,12,8.0,7,0,1
21492,21,4,49,8.0,3,1,1
39526,21,4,14,0.0,7,0,1
27564,21,4,34,0.0,8,1,1
37519,21,4,14,0.0,6,0,1
18416,21,4,14,8.0,5,0,1
3584,21,4,35,8.0,5,0,1
7203,21,4,42,0.0,6,1,1
19602,21,4,42,0.0,5,0,1
6293,21,4,21,0.0,7,0,1
23450,21,4,77,8.0,4,1,1
4336,21,4,20,0.0,9,0,1
21262,21,4,21,0.0,7,0,1
7348,21,4,7,8.0,4,0,1
24290,21,4,7,0.0,8,0,1
27310,21,4,28,0.0,0,0,1
10389,21,4,56,8.0,5,0,1
31778,21,4,20,8.0,4,0,1
471,21,4,63,8.0,0,0,1
11308,21,4,19,0.0,11,1,1
10212,21,4,35,8.0,10,0,1
9674,21,4,21,0.0,6,0,1
3110,21,4,21,0.0,4,0,1
33986,21,4,14,0.0,4,0,1
13542,21,4,34,8.0,10,0,1
31479,21,4,14,0.0,3,0,1
16321,21,4,49,0.0,4,1,1
22115,21,4,25,0.0,3,1,1
16613,21,4,26,0.0,5,1,0
31309,21,4,7,8.0,11,0,0
38104,21,4,37,0.0,6,0,0
18049,21,4,7,8.0,15,0,0
29712,21,4,7,0.0,9,0,0
11313,21,4,69,8.0,4,1,0
9184,21,4,77,8.0,4,1,0
22639,21,4,49,0.0,6,0,0
25324,21,4,6,0.0,10,0,0
24126,21,4,63,8.0,7,1,0
13986,21,4,35,8.0,5,1,0
11336,21,4,19,0.0,12,0,0
12962,21,4,21,8.0,3,0,0
39833,21,4,40,8.0,10,0,0
31565,21,4,21,8.0,5,0,0
33631,21,4,7,0.0,4,0,0
29599,21,4,3,0.0,5,0,0
4624,21,4,14,0.0,10,0,0
26605,21,4,21,8.0,8,1,0
11749,21,4,7,8.0,21,0,0
8813,21,4,42,0.0,10,0,0
20963,21,4,7,8.0,3,0,0
30325,21,4,19,0.0,9,0,0
11316,21,4,14,8.0,4,0,0
27982,21,4,20,8.0,4,0,0
22516,21,4,12,0.0,9,0,0
2755,21,4,35,0.0,5,0,0
25289,21,4,5,8.0,8,0,0
2460,21,4,21,0.0,3,0,0
7007,21,4,25,0.0,13,1,0
29373,21,4,28,0.0,0,0,0
10419,21,4,35,8.0,22,1,0
447,21,4,2,8.0,9,0,0
10265,21,4,7,8.0,10,0,0
4935,21,4,7,0.0,17,0,0
19938,21,4,21,8.0,7,0,0
3054,21,4,14,0.0,27,0,0
20147,21,4,19,0.0,7,0,0
19329,21,4,41,8.0,7,1,0
39106,21,4,21,8.0,7,0,0
1572,21,4,14,0.0,20,0,0
21416,21,4,14,8.0,5,0,0
23193,21,4,35,0.0,5,0,0
15915,21,4,7,8.0,9,0,0
14061,21,4,35,0.0,4,0,0
5843,21,4,14,0.0,6,0,0
18822,21,4,34,8.0,8,0,0
25502,21,4,6,8.0,10,0,0
31781,21,4,77,8.0,5,1,0
22986,21,4,28,8.0,10,0,0
5172,21,4,22,0.0,5,1,0
22998,21,4,3,8.0,15,0,0
262,21,4,7,0.0,10,0,0
37847,21,4,10,8.0,6,0,0
6196,21,4,7,0.0,2,0,0
37108,21,4,21,8.0,6,1,0
9554,21,4,21,8.0,12,0,0
14651,21,4,5,0.0,7,0,0
35454,21,4,34,8.0,6,0,0
2526,21,4,14,0.0,16,0,0
7561,21,4,21,0.0,7,0,0
27700,21,4,14,8.0,10,0,0
24183,21,4,7,0.0,10,0,0
14779,21,4,6,0.0,7,0,0
33382,21,4,35,8.0,6,0,0
24504,21,4,27,0.0,20,1,0
24999,21,4,26,8.0,0,0,0
23995,21,4,23,0.0,0,0,0
4617,21,4,21,8.0,8,0,0
30435,21,4,35,8.0,5,0,0
2462,21,4,27,0.0,4,1,0
30039,21,4,6,8.0,19,0,0
7917,21,4,49,8.0,35,0,0
13998,21,4,10,0.0,4,0,0
32514,21,4,5,0.0,3,0,0
7836,21,4,6,8.0,5,0,0
30202,21,4,14,0.0,4,0,0
21004,21,4,3,8.0,8,0,0
4299,21,4,22,0.0,14,1,0
39973,21,4,25,0.0,7,1,0
36200,21,4,35,8.0,4,0,0
14420,21,4,7,8.0,5,0,0
28469,21,4,28,8.0,4,1,0
28387,21,4,35,0.0,6,0,0
4538,21,4,1,8.0,7,0,0
24842,21,4,47,8.0,9,0,0
32755,21,4,7,0.0,22,0,0
4660,21,4,27,8.0,0,0,0
24619,21,4,21,8.0,3,0,0
16424,21,4,7,8.0,7,0,0
35254,21,4,16,8.0,3,0,0
15159,21,4,35,0.0,3,1,0
27508,21,4,12,8.0,9,0,0
6899,21,4,35,8.0,6,0,0
34616,21,4,24,0.0,4,1,0
3481,21,4,23,0.0,5,0,0
27442,21,4,21,0.0,10,0,0
24198,21,4,7,0.0,6,0,0
8057,21,4,7,8.0,4,0,0
16721,21,4,3,0.0,11,0,0
34520,21,4,84,8.0,0,0,0
19014,21,4,7,8.0,3,0,0
5781,21,4,23,0.0,0,0,0
17217,21,4,42,8.0,7,0,0
12251,21,4,70,8.0,0,0,0
39825,21,4,28,0.0,0,0,0
6845,21,4,6,0.0,12,0,0
7363,21,4,25,0.0,10,1,0
14589,21,4,21,0.0,2,0,0
30020,21,4,18,0.0,10,0,0
20202,21,4,36,0.0,5,0,0
32412,21,4,20,8.0,5,0,0
22429,21,4,32,8.0,20,0,0
8487,21,4,14,8.0,4,0,0
13765,21,4,6,0.0,4,0,0
286,21,4,42,0.0,15,0,0
17072,21,4,25,0.0,5,1,0
26306,21,4,1,8.0,5,0,0
33491,21,4,1,0.0,6,0,0
18663,21,4,14,0.0,13,0,0
33527,21,4,6,8.0,7,0,0
9900,21,4,14,8.0,16,0,0
891,21,4,6,0.0,5,0,0
30092,21,4,35,8.0,16,0,0
19484,21,4,21,0.0,6,1,0
13927,21,4,20,8.0,6,0,0
36227,21,4,8,0.0,4,0,0
18715,21,4,34,8.0,14,0,0
38948,21,4,27,0.0,1,1,0
38898,21,4,21,8.0,5,1,0
27154,21,4,62,8.0,0,0,0
25494,21,4,49,8.0,6,0,0
24502,21,4,7,8.0,10,0,0
23637,21,4,21,0.0,6,0,0
37772,21,4,5,8.0,3,0,0
14055,21,4,28,0.0,5,0,0
10431,21,4,7,0.0,6,0,0
30886,21,4,3,0.0,8,0,0
29911,21,4,7,0.0,7,0,0
17520,21,4,48,0.0,19,0,0
35423,21,4,13,0.0,6,0,0
9804,21,4,49,8.0,5,0,0
35595,21,4,9,0.0,13,0,0
9339,21,4,49,0.0,5,0,0
10288,21,4,7,8.0,11,0,0
34813,21,4,35,0.0,4,0,0
23702,21,4,26,0.0,6,1,0
19854,21,4,12,8.0,8,0,0
34122,21,4,68,8.0,0,0,0
30375,21,4,21,0.0,10,0,0
6701,21,4,61,8.0,5,1,0
10882,21,4,14,0.0,9,0,0
18760,21,4,42,8.0,35,0,0
27871,21,4,27,0.0,2,1,0
25892,21,4,28,0.0,3,1,0
38424,21,4,7,8.0,13,0,0
18019,21,4,28,8.0,5,0,0
37590,21,4,14,8.0,7,0,0
11547,21,4,56,8.0,9,1,0
2153,21,4,4,0.0,7,0,0
20982,21,4,25,0.0,0,0,0
13668,21,4,8,8.0,11,0,0
22662,21,4,25,0.0,6,1,0
28579,21,4,27,0.0,3,1,0
34618,21,4,26,0.0,0,0,0
10634,21,4,6,8.0,11,0,0
11742,21,4,7,8.0,17,0,0
31979,21,3,21,0.0,10,0,1
28462,21,3,10,8.0,6,0,1
25045,21,3,35,8.0,9,0,1
7628,21,3,38,8.0,6,0,1
7582,21,3,42,0.0,7,1,1
23032,21,3,34,8.0,4,1,1
8083,21,3,32,8.0,3,0,1
10629,21,3,5,8.0,8,0,1
13162,21,3,73,8.0,5,1,1
15993,21,3,24,8.0,5,0,1
25470,21,3,6,8.0,6,0,1
3684,21,3,24,8.0,8,0,1
27617,21,3,26,0.0,4,0,1
382,21,3,7,0.0,4,0,1
17645,21,3,5,0.0,5,0,1
946,21,3,20,0.0,8,0,1
33100,21,3,5,0.0,7,0,1
28031,21,3,24,8.0,5,0,1
9208,21,3,20,0.0,0,0,1
17884,21,3,28,0.0,4,0,1
1211,21,3,17,0.0,7,1,1
15940,21,3,15,0.0,0,0,1
17158,21,3,62,8.0,8,1,1
19143,21,3,15,8.0,8,0,1
2206,21,3,14,0.0,3,0,1
39094,21,3,20,8.0,9,0,1
5572,21,3,55,8.0,32,1,1
35745,21,3,33,8.0,12,1,1
20598,21,3,16,0.0,0,0,1
24939,21,3,21,0.0,15,0,1
32017,21,3,34,8.0,10,0,1
24396,21,3,18,0.0,4,1,1
38468,21,3,8,0.0,10,0,1
8955,21,3,16,0.0,4,1,1
31956,21,3,34,0.0,6,0,1
9863,21,3,19,0.0,3,1,0
36363,21,3,48,8.0,8,0,0
23249,21,3,10,8.0,5,0,0
24770,21,3,10,8.0,15,0,0
6552,21,3,10,8.0,4,0,0
29348,21,3,13,8.0,9,0,0
31265,21,3,2,8.0,7,0,0
16317,21,3,62,8.0,5,1,0
20408,21,3,6,0.0,6,0,0
27511,21,3,35,0.0,12,0,0
8412,21,3,13,8.0,7,0,0
34410,21,3,10,8.0,6,0,0
20141,21,3,19,8.0,5,1,0
26532,21,3,24,8.0,7,0,0
27651,21,3,19,0.0,0,0,0
25880,21,3,14,0.0,5,0,0
8141,21,3,7,0.0,5,0,0
30035,21,3,6,0.0,5,0,0
1824,21,3,35,0.0,5,0,0
31769,21,3,20,8.0,5,0,0
33395,21,3,7,0.0,5,0,0
37059,21,3,6,0.0,4,0,0
14217,21,3,7,0.0,30,0,0
28223,21,3,5,8.0,15,0,0
28859,21,3,17,0.0,6,1,0
6685,21,3,18,8.0,4,0,0
5928,21,3,59,8.0,0,0,0
12002,21,3,6,0.0,7,0,0
14286,21,3,18,0.0,0,0,0
1132,21,3,5,8.0,11,0,0
34987,21,3,47,8.0,5,0,0
16875,21,3,35,0.0,3,1,0
17521,21,3,24,8.0,8,0,0
39926,21,3,6,8.0,6,0,0
11199,21,3,30,8.0,11,0,0
13709,21,3,8,0.0,6,0,0
27106,21,3,14,0.0,7,0,0
16833,21,3,35,0.0,6,1,0
10495,21,3,33,8.0,4,0,0
18216,21,3,39,8.0,26,0,0
15957,21,3,18,0.0,4,1,0
26000,21,3,6,0.0,44,0,0
25209,21,3,60,8.0,0,0,0
7615,21,3,13,0.0,3,0,0
5316,21,3,17,8.0,6,0,0
25512,21,3,9,8.0,4,0,0
23364,21,3,16,0.0,4,1,0
584,21,3,9,8.0,10,0,0
17953,21,3,23,8.0,16,1,0
28509,21,3,72,8.0,10,1,0
16867,21,3,42,0.0,10,0,0
15926,21,3,19,0.0,0,0,0
17558,21,3,15,0.0,0,0,0
14741,21,3,21,0.0,3,1,0
8156,21,3,6,8.0,4,0,0
39645,21,3,42,0.0,5,0,0
14684,21,3,26,0.0,8,0,0
10354,21,3,14,0.0,8,1,0
3875,21,3,21,8.0,0,1,0
22891,21,3,10,0.0,8,0,0
9699,21,3,21,0.0,2,0,0
18323,21,3,15,0.0,7,1,0
1904,21,3,40,8.0,4,0,0
31082,21,3,19,8.0,5,0,0
863,21,3,17,0.0,4,1,0
23787,21,3,6,0.0,37,0,0
33705,21,3,61,8.0,0,0,0
23157,21,3,14,0.0,18,0,0
27073,21,3,21,0.0,8,0,0
40070,21,3,38,8.0,14,0,0
31536,21,3,21,0.0,4,0,0
37836,21,3,13,0.0,9,0,0
34030,21,3,28,0.0,6,0,0
32314,21,3,42,0.0,2,0,0
35437,21,3,19,0.0,11,1,0
36225,21,3,16,0.0,0,0,0
40625,21,3,75,8.0,0,0,0
23545,21,3,74,8.0,8,1,0
10139,21,3,1,8.0,7,0,0
21282,21,3,7,0.0,10,0,0
14146,21,3,14,0.0,8,0,0
3127,21,3,9,8.0,7,0,0
26120,21,3,38,8.0,15,0,0
39785,21,3,31,8.0,5,0,0
23899,21,3,7,0.0,13,0,0
30554,21,3,5,8.0,9,0,0
6441,21,3,16,0.0,0,0,0
32691,21,3,27,8.0,3,0,0
39886,21,3,5,8.0,7,0,0
39853,21,3,49,8.0,4,0,0
15953,21,3,35,8.0,6,0,0
20875,21,3,7,8.0,3,0,0
17619,21,3,9,0.0,5,0,0
9383,21,3,19,8.0,3,0,0
1702,21,3,26,8.0,19,0,0
12548,21,3,18,0.0,2,1,0
11004,21,3,34,0.0,7,0,0
27132,21,3,20,0.0,0,0,0
23067,21,3,27,0.0,7,0,0
15722,21,3,3,8.0,8,0,0
7214,21,3,34,0.0,3,0,0
4064,21,3,8,8.0,7,0,0
28754,21,3,7,0.0,3,0,0
2670,21,3,20,0.0,5,0,0
37610,21,3,22,8.0,3,1,0
10214,21,3,21,8.0,11,0,0
20088,21,3,25,8.0,22,0,0
35651,21,3,22,0.0,4,0,0
22867,21,3,9,8.0,7,0,0
32929,21,3,17,0.0,8,0,0
6385,21,3,8,8.0,8,0,0
23721,21,3,34,0.0,5,1,0
31939,21,3,35,0.0,6,0,0
25037,21,3,19,0.0,3,1,0
9105,21,3,21,0.0,6,0,0
15935,21,3,12,8.0,12,0,0
18048,21,3,35,0.0,3,0,0
18544,21,3,80,8.0,0,0,0
18424,21,3,15,0.0,6,1,0
21623,21,3,7,0.0,6,0,0
17739,21,3,7,0.0,10,0,0
39196,21,3,23,8.0,0,1,0
4475,21,3,2,8.0,27,0,0
28583,21,3,34,8.0,3,0,0
9758,21,3,37,8.0,7,0,0
15246,21,3,9,8.0,9,0,0
32697,21,3,33,8.0,12,0,0
21437,21,3,19,0.0,6,1,0
11889,21,3,5,8.0,10,0,0
23016,21,3,6,0.0,13,0,0
36076,21,3,14,0.0,10,0,0
38333,21,3,13,8.0,4,0,0
9730,21,3,7,8.0,16,0,0
4074,21,3,55,8.0,0,0,0
25648,21,3,10,8.0,10,0,0
26147,21,3,62,8.0,12,1,0
17914,21,3,28,8.0,6,0,0
40036,21,3,23,8.0,6,1,0
16418,21,3,79,8.0,0,0,0
14944,21,3,21,0.0,6,0,0
14305,21,3,20,0.0,3,1,0
18123,21,3,61,8.0,7,1,0
27385,21,3,23,8.0,6,0,0
40499,21,3,1,8.0,21,0,0
16187,21,3,37,8.0,4,0,0
37461,21,3,10,8.0,3,0,0
13023,21,3,5,8.0,4,0,0
10647,21,3,21,0.0,5,1,0
23388,21,3,21,0.0,8,0,0
11651,21,3,14,0.0,9,0,0
14387,21,3,35,0.0,4,0,0
35137,21,3,6,0.0,12,0,0
20605,21,3,14,0.0,7,0,0
10996,21,3,19,0.0,8,1,0
14837,21,3,7,0.0,11,0,0
16027,21,3,19,8.0,5,1,0
25298,21,5,56,8.0,10,1,1
7929,21,5,40,8.0,6,1,1
12298,21,5,18,0.0,6,0,1
14360,21,5,20,0.0,8,0,1
9260,21,5,34,8.0,0,0,1
5743,21,5,34,0.0,12,1,1
8461,21,5,48,8.0,0,0,1
22046,21,5,42,0.0,4,1,1
4208,21,5,7,0.0,12,0,0
36622,21,5,21,0.0,5,0,0
36264,21,5,30,0.0,0,0,0
20939,21,5,13,0.0,4,0,0
5081,21,5,6,8.0,4,0,0
11137,21,5,6,8.0,8,0,0
26472,21,5,50,0.0,5,0,0
37563,21,5,19,0.0,5,0,0
4466,21,5,48,8.0,4,1,0
8679,21,5,1,8.0,0,0,0
12199,21,5,7,8.0,8,0,0
22315,21,5,4,0.0,5,0,0
29150,21,5,34,8.0,8,1,0
8195,21,5,55,0.0,10,0,0
21510,21,5,49,0.0,9,0,0
37343,21,5,21,0.0,6,1,0
33849,21,5,55,0.0,5,0,0
13496,21,5,1,0.0,5,0,0
31454,21,5,7,0.0,3,0,0
17936,21,5,21,0.0,3,0,0
25799,21,5,6,8.0,7,0,0
10208,21,5,28,0.0,7,0,0
2398,21,5,6,0.0,5,0,0
29083,21,5,20,0.0,3,1,0
2807,21,5,6,8.0,9,0,0
38231,21,5,20,0.0,5,0,0
10790,21,5,7,0.0,4,0,0
23888,21,5,41,0.0,4,0,0
6730,21,5,40,8.0,0,0,0
27852,21,5,6,8.0,10,0,0
8397,21,5,41,0.0,8,0,0
37935,21,5,48,8.0,0,0,0
33125,21,5,29,0.0,4,1,0
12785,21,5,14,0.0,11,0,0
28936,21,5,48,0.0,4,0,0
6238,21,5,29,0.0,6,1,0
27958,21,5,10,8.0,5,0,0
22654,21,5,34,8.0,7,1,0
12772,21,5,42,0.0,6,0,0
3810,21,5,35,0.0,4,1,0
4428,21,5,41,0.0,7,1,0
14095,21,5,2,0.0,7,0,0
34872,21,5,6,8.0,10,0,0
17657,21,5,7,0.0,10,0,0
13131,21,5,28,0.0,6,1,0
25949,21,5,8,0.0,6,0,0
32132,21,5,21,8.0,6,0,0
9720,21,5,7,0.0,9,1,0
22779,21,5,6,0.0,9,0,0
28231,21,5,11,0.0,14,0,0
6122,21,5,6,0.0,11,0,0
12788,21,5,4,0.0,8,0,0
11737,21,5,6,0.0,7,0,0
23880,21,5,14,0.0,8,0,0
40761,21,5,31,0.0,3,1,0
38755,21,2,14,11.0,5,0,1
32058,21,2,13,8.0,6,1,1
27519,21,2,70,10.5,0,0,1
32350,21,2,7,12.0,6,0,1
6955,21,2,5,0.0,18,0,1
16494,21,2,21,11.0,11,0,1
3305,21,2,20,0.0,5,1,1
35687,21,2,33,0.0,14,1,1
22262,21,2,11,0.0,11,1,1
24919,21,2,35,12.0,4,1,1
16687,21,2,20,0.0,11,0,1
31310,21,2,49,8.0,0,0,1
33763,21,2,61,8.0,0,0,1
36967,21,2,54,8.0,6,1,1
29677,21,2,9,0.0,10,1,1
23151,21,2,17,18.0,8,0,1
29651,21,2,20,0.0,5,0,1
2659,21,2,7,0.0,13,0,1
4277,21,2,7,0.0,7,0,1
38629,21,2,36,8.0,6,1,1
18029,21,2,11,0.0,0,0,1
30940,21,2,32,8.0,4,0,1
16093,21,2,21,15.0,12,0,1
30578,21,2,19,0.0,5,0,1
31848,21,2,6,0.0,6,0,1
35899,21,2,19,8.0,4,0,1
33960,21,2,26,8.0,6,0,1
269,21,2,62,8.0,8,1,1
32891,21,2,21,0.0,9,1,1
40251,21,2,11,0.0,0,0,1
28691,21,2,14,13.5,5,0,1
1883,21,2,49,10.5,4,1,1
8135,21,2,10,0.0,18,1,1
31280,21,2,4,8.0,8,0,1
17291,21,2,21,12.5,4,0,1
20395,21,2,28,14.5,10,1,1
2855,21,2,7,10.0,4,0,1
18059,21,2,63,12.5,0,0,1
18392,21,2,56,11.5,0,0,1
24132,21,2,61,8.0,0,0,1
33951,21,2,8,11.0,6,0,1
2628,21,2,13,0.0,0,0,1
13139,21,2,6,10.5,4,0,1
9303,21,2,51,8.0,0,0,1
6662,21,2,9,8.0,6,0,1
39953,21,2,7,8.0,7,0,0
19763,21,2,13,0.0,5,0,0
32,21,2,54,13.0,0,0,0
25299,21,2,7,12.0,6,0,0
2653,21,2,20,0.0,16,0,0
22455,21,2,11,8.0,6,1,0
19442,21,2,7,11.0,3,0,0
10696,21,2,70,8.5,0,0,0
28467,21,2,7,0.0,7,0,0
23376,21,2,84,11.0,0,0,0
1666,21,2,20,0.0,5,0,0
36810,21,2,11,0.0,4,1,0
25664,21,2,91,11.0,0,0,0
40538,21,2,20,13.0,5,0,0
39517,21,2,26,8.0,6,0,0
12626,21,2,5,0.0,11,0,0
27795,21,2,7,11.5,5,0,0
37622,21,2,34,0.0,5,1,0
31526,21,2,7,11.0,6,0,0
18317,21,2,10,8.0,4,0,0
15814,21,2,11,0.0,3,1,0
9128,21,2,47,8.0,8,1,0
30497,21,2,19,0.0,10,0,0
34001,21,2,14,0.0,16,0,0
20682,21,2,44,8.0,6,0,0
9716,21,2,61,8.0,0,0,0
27474,21,2,6,13.5,11,0,0
22793,21,2,7,13.0,6,0,0
3125,21,2,10,0.0,0,0,0
36435,21,2,63,10.0,0,0,0
5733,21,2,26,8.0,17,0,0
29613,21,2,47,8.0,0,0,0
3794,21,2,7,14.0,7,0,0
27173,21,2,7,0.0,14,0,0
20865,21,2,13,0.0,6,1,0
27498,21,2,60,8.0,13,1,0
14123,21,2,6,11.0,4,0,0
27535,21,2,6,0.0,14,0,0
25336,21,2,9,8.0,3,0,0
869,21,2,45,8.0,3,0,0
10235,21,2,24,8.0,12,0,0
1432,21,2,23,8.0,3,1,0
29247,21,2,12,0.0,0,0,0
36933,21,2,13,8.5,3,0,0
23885,21,2,13,0.0,3,0,0
25027,21,2,98,11.5,0,0,0
25598,21,2,35,8.0,8,1,0
6478,21,2,35,0.0,13,1,0
23496,21,2,5,8.0,12,0,0
1575,21,2,1,11.5,10,0,0
9748,21,2,5,0.0,5,0,0
40707,21,2,21,13.0,8,0,0
22574,21,2,5,8.0,8,0,0
4745,21,2,14,8.5,5,0,0
20188,21,2,3,8.0,4,0,0
36283,21,2,11,8.0,7,0,0
37739,21,2,98,11.0,0,1,0
13173,21,2,12,8.0,0,0,0
11099,21,2,28,10.0,7,0,0
16706,21,2,14,0.0,0,0,0
34642,21,2,19,8.0,6,0,0
3436,21,2,22,8.0,3,0,0
6948,21,2,26,8.0,7,0,0
3988,21,2,60,8.0,0,0,0
5790,21,2,22,8.0,5,0,0
12989,21,2,19,8.0,5,0,0
24345,21,2,21,11.0,5,0,0
2652,21,2,9,0.0,11,0,0
10850,21,2,14,10.5,4,0,0
36799,21,2,7,8.5,4,0,0
14858,21,2,33,0.0,10,1,0
36071,21,2,7,0.0,12,0,0
33765,21,2,34,0.0,2,0,0
7026,21,2,6,13.5,4,0,0
15570,21,2,7,11.0,11,0,0
14547,21,2,10,8.0,6,0,0
9944,21,2,7,13.5,5,0,0
33819,21,2,13,0.0,3,0,0
4194,21,2,13,0.0,0,0,0
5939,21,2,24,8.0,7,0,0
16475,21,2,5,8.0,5,0,0
3209,21,2,24,8.0,25,0,0
21445,21,2,2,8.0,4,0,0
26274,21,2,19,0.0,11,0,0
13774,21,2,26,8.0,6,1,0
22616,21,2,24,8.0,6,0,0
23678,21,2,21,17.5,21,0,0
10909,21,2,39,8.0,8,1,0
6472,21,2,10,8.0,5,0,0
21033,21,2,14,8.5,24,0,0
10817,21,2,1,8.0,8,0,0
19787,21,2,4,8.0,5,0,0
34302,21,2,20,8.0,5,1,0
35925,21,2,10,8.0,6,0,0
27361,21,2,16,0.0,5,0,0
20932,21,2,13,0.0,20,1,0
29109,21,2,14,0.0,0,0,0
209,21,2,7,0.0,10,0,0
7228,21,2,14,9.5,3,0,0
35938,21,2,26,8.0,6,0,0
16830,21,2,7,0.0,6,0,0
36811,21,2,8,8.0,5,0,0
8700,21,2,7,16.5,7,0,0
29408,21,2,6,0.0,11,0,0
25281,21,2,7,12.5,11,0,0
6664,21,2,7,10.5,13,0,0
25039,21,2,7,11.5,8,0,0
8344,21,2,14,0.0,5,0,0
14010,21,2,49,8.5,2,1,0
4711,21,2,50,8.0,4,1,0
24541,21,2,7,14.5,11,0,0
30865,21,2,9,11.0,10,0,0
5241,21,2,70,12.0,2,1,0
4345,21,2,4,8.0,6,0,0
30306,21,2,45,8.0,6,0,0
18249,21,2,11,0.0,0,0,0
34218,21,2,37,8.0,10,0,0
35523,21,2,7,13.0,4,0,0
15762,21,2,11,8.0,19,0,0
32904,21,2,37,8.0,7,0,0
27685,21,2,42,11.0,0,0,0
9586,21,2,14,10.5,5,0,0
29952,21,2,4,8.0,8,0,0
35196,21,2,15,8.0,7,0,0
2762,21,2,7,8.5,4,0,0
1386,21,2,18,8.0,4,0,0
13511,21,2,10,8.0,17,0,0
10371,21,2,7,0.0,5,0,0
12378,21,2,49,14.5,0,0,0
16929,21,2,7,11.0,6,0,0
367,21,2,8,8.0,8,0,0
3473,21,2,14,9.5,2,0,0
