Segmento,SemanaDoMes,QtdDiasSemCompras,CamprasMedia,CamprasMediaMesAtual,UltimaCompraCancelada,Positivada
14,2,5,8.0,11,0,0
14,3,3,0.0,8,0,0
10,2,28,0.0,21,0,0
17,1,22,0.0,7,0,0
8,1,21,0.0,10,0,1
14,1,6,0.0,17,0,0
5,1,21,8.0,10,0,0
14,1,7,12.5,7,0,0
15,2,21,8.0,15,0,0
19,3,34,0.0,3,0,0
8,1,7,0.0,8,0,1
8,2,13,0.0,22,0,0
10,1,21,0.0,3,1,0
8,4,43,8.0,17,0,0
15,2,2,8.0,4,0,0
14,1,70,11.0,0,0,0
10,3,59,8.0,0,0,0
8,2,67,8.0,10,1,0
17,2,41,8.0,3,0,0
14,4,5,0.0,5,0,0
17,2,1,8.0,9,0,0
10,4,3,0.0,10,0,0
10,3,33,8.0,5,1,0
10,3,7,0.0,5,0,0
10,1,7,10.0,3,0,0
21,1,21,0.0,8,0,1
10,4,18,0.0,6,0,0
14,2,3,0.0,3,0,0
14,2,7,8.5,4,0,0
10,2,7,13.0,8,0,0
14,1,28,12.0,11,0,0
8,5,14,0.0,7,0,0
8,4,5,0.0,6,0,0
14,1,5,8.0,8,1,0
17,2,63,10.5,0,0,0
17,4,5,8.0,4,0,0
19,4,21,8.0,5,0,0
21,1,48,11.5,0,0,0
5,1,1,0.0,5,0,0
8,1,21,11.5,7,0,0
19,1,13,10.0,4,0,0
5,1,21,8.0,7,0,1
17,4,21,0.0,9,0,0
14,1,21,12.0,7,0,1
14,3,6,8.0,15,0,0
19,3,33,8.0,10,1,0
8,4,4,0.0,5,0,1
5,2,7,0.0,9,0,1
14,3,55,8.0,0,0,0
19,2,5,8.0,4,0,0
5,4,27,8.0,0,0,0
8,2,6,10.5,18,0,0
15,2,35,8.0,14,0,1
5,4,9,0.0,4,0,0
8,2,14,11.5,7,0,1
15,2,6,0.0,15,0,0
5,3,20,0.0,9,0,0
17,1,21,11.0,5,0,0
21,3,19,0.0,0,0,1
15,4,14,0.0,7,0,1
10,1,9,8.0,5,1,0
17,2,12,8.5,10,0,0
8,4,20,0.0,12,1,0
17,2,21,0.0,5,1,0
15,2,6,10.5,6,0,1
21,2,18,8.0,3,0,0
5,5,27,0.0,8,0,0
14,3,12,8.0,3,0,1
8,1,12,11.5,9,0,0
14,2,11,8.0,7,0,0
14,4,23,8.0,5,0,0
17,1,27,8.5,28,0,0
8,2,12,8.0,4,1,0
21,4,14,0.0,13,0,0
10,3,14,0.0,9,0,1
1,3,14,0.0,9,0,1
10,5,12,8.0,5,0,0
5,2,18,8.0,5,0,1
14,1,32,12.5,10,0,1
17,4,23,0.0,7,0,0
19,1,21,12.5,6,0,0
8,1,35,8.0,7,0,0
14,1,9,17.0,32,0,1
10,2,19,8.0,10,1,1
10,2,7,10.5,13,0,0
14,2,9,8.0,9,0,0
14,2,21,10.0,3,0,1
17,4,7,8.0,2,0,0
15,5,34,8.0,0,0,0
8,2,4,8.0,8,0,0
19,2,14,0.0,0,0,1
14,1,20,14.0,10,0,1
14,1,82,9.5,0,1,0
21,2,24,8.0,4,0,0
14,2,9,0.0,1,1,0
15,1,14,0.0,4,0,0
10,2,35,8.0,5,1,1
14,1,9,8.0,6,1,0
10,1,7,8.0,7,0,0
8,2,7,0.0,8,0,0
14,2,97,12.0,3,1,1
8,3,4,0.0,8,0,0
17,4,6,0.0,10,0,0
5,3,17,0.0,2,1,0
5,4,21,0.0,8,0,0
10,1,59,8.0,0,0,0
14,2,14,10.0,4,0,0
8,2,4,0.0,6,0,0
21,1,21,12.0,6,0,0
8,2,62,12.5,12,1,1
21,1,35,11.5,0,0,0
17,5,22,8.0,5,0,1
8,2,14,11.5,6,0,0
17,2,7,11.0,4,0,0
17,1,27,0.0,5,0,0
15,5,6,0.0,31,0,0
21,4,14,8.0,9,0,0
8,1,21,0.0,13,0,0
8,1,22,0.0,14,1,0
14,3,6,8.0,13,0,0
10,2,17,8.0,5,0,0
10,4,7,8.0,20,0,0
17,2,21,12.0,7,0,0
21,4,8,8.0,12,0,1
17,3,42,0.0,4,0,0
21,4,34,8.0,14,0,0
17,3,6,8.0,10,0,0
10,1,35,8.0,5,0,1
14,4,14,0.0,9,0,0
14,3,42,0.0,6,1,0
5,3,15,0.0,6,1,0
5,5,5,8.0,4,0,0
8,3,29,8.0,2,1,0
15,1,21,13.0,3,0,0
5,2,22,8.0,6,0,0
10,1,6,8.0,0,1,0
10,2,49,8.0,0,0,1
17,3,17,0.0,7,1,0
14,2,20,0.0,9,0,0
14,4,49,8.0,5,0,1
14,2,7,10.5,7,0,0
14,3,5,0.0,5,0,1
8,2,14,12.5,14,0,1
17,4,16,8.0,4,1,1
17,3,51,8.0,3,0,0
14,2,49,12.5,0,0,0
10,4,49,8.0,3,1,0
17,2,13,0.0,3,0,1
14,1,2,0.0,5,1,0
14,3,78,8.0,6,1,0
14,2,7,10.5,4,0,0
21,1,26,11.5,5,0,0
15,3,10,8.0,24,0,0
8,2,7,13.0,8,0,0
8,1,20,13.0,10,0,0
8,2,32,8.0,6,0,0
15,2,1,10.5,6,0,0
8,2,61,8.0,13,1,0
15,1,5,8.0,0,0,0
17,2,41,8.0,4,1,0
17,1,21,8.0,8,0,0
5,2,13,0.0,4,1,1
15,1,20,14.0,7,0,0
17,1,20,15.5,9,0,0
17,1,5,0.0,4,0,0
8,1,7,17.0,30,1,0
10,3,27,0.0,9,0,0
5,1,4,0.0,6,1,0
14,1,21,8.0,4,0,1
15,4,23,0.0,7,1,0
21,4,42,8.0,35,0,0
14,4,7,8.0,11,0,0
14,1,7,8.0,3,0,1
5,4,14,8.0,6,0,0
8,1,35,8.0,4,0,1
17,2,33,8.0,9,1,1
12,2,20,0.0,12,0,1
15,4,7,0.0,8,0,0
8,2,30,8.0,9,0,0
17,1,10,11.0,6,0,1
14,2,13,0.0,3,1,1
8,1,7,8.0,14,0,0
19,3,12,8.0,24,0,0
14,1,53,8.0,0,0,0
10,4,3,8.0,22,0,1
14,4,24,0.0,4,1,1
8,1,7,11.0,9,0,0
14,3,42,8.0,8,0,0
14,2,2,0.0,5,0,0
17,2,7,10.0,4,0,1
14,1,8,8.0,8,0,0
10,3,31,8.0,8,0,0
14,3,21,0.0,2,0,0
17,3,19,8.0,8,0,0
5,2,7,0.0,3,0,1
15,3,7,0.0,5,0,0
5,1,28,0.0,6,0,0
15,3,38,8.0,4,0,0
8,2,15,8.0,11,0,0
19,1,20,8.5,3,0,0
8,4,21,8.0,4,0,0
17,1,21,0.0,8,0,1
5,1,8,8.0,0,0,0
21,4,14,0.0,10,0,1
8,2,63,8.0,0,0,0
14,4,14,8.0,2,0,0
5,4,37,0.0,7,0,0
19,3,50,8.0,3,0,1
15,2,27,8.0,6,0,0
17,3,6,8.0,6,0,1
14,2,14,8.0,0,1,0
5,1,15,13.0,7,0,0
17,4,5,8.0,5,0,0
8,3,28,0.0,59,1,1
15,1,21,0.0,4,0,1
19,1,49,21.5,8,1,0
17,4,14,0.0,5,0,0
17,3,42,0.0,2,0,0
19,1,21,12.5,9,0,0
17,1,5,0.0,0,0,0
17,4,77,8.0,9,1,1
14,2,35,8.0,13,0,1
5,4,26,8.0,3,0,0
8,2,7,10.0,2,0,0
14,4,1,8.0,6,0,0
14,2,8,0.0,0,0,1
19,1,28,14.5,5,0,0
14,1,27,8.0,11,0,0
17,1,25,8.0,4,1,1
14,1,20,8.0,4,0,1
8,2,14,8.0,4,1,0
17,1,27,14.5,2,0,0
21,4,34,8.0,8,0,0
15,2,48,11.0,0,0,1
21,1,1,0.0,6,1,0
8,2,35,0.0,5,0,0
14,1,70,11.5,0,0,0
14,4,23,0.0,0,0,0
14,3,14,0.0,5,0,0
10,1,35,8.0,5,0,0
21,4,6,0.0,8,0,0
14,2,34,0.0,2,0,1
17,2,73,8.0,3,1,0
5,1,21,8.5,12,0,0
21,1,21,10.0,5,0,0
15,4,27,0.0,0,0,0
8,4,24,0.0,5,1,0
8,2,15,8.0,7,0,0
21,4,63,8.0,0,0,0
10,3,42,0.0,3,0,1
17,2,96,11.0,0,0,0
15,4,7,8.0,9,0,0
15,4,35,8.0,5,1,0
8,5,22,0.0,4,0,0
14,2,15,8.0,8,0,0
14,5,15,8.0,3,1,0
21,3,7,8.0,7,0,1
10,4,7,0.0,12,0,0
14,3,60,8.0,0,0,0
10,5,30,0.0,6,1,1
21,2,35,11.0,3,1,0
5,1,5,8.0,5,1,0
17,2,14,16.5,8,0,0
17,4,49,0.0,4,0,0
10,3,5,0.0,4,0,0
14,2,13,10.5,4,0,0
14,3,8,8.0,7,0,1
17,2,40,8.0,11,1,0
19,4,28,0.0,3,1,0
17,2,21,0.0,4,0,0
5,1,13,0.0,6,0,0
19,4,21,8.0,5,0,0
15,3,6,8.0,5,0,0
5,4,42,0.0,3,0,0
17,2,35,10.5,6,0,0
15,2,6,8.0,7,0,0
8,2,11,12.0,5,0,1
15,1,28,8.5,3,0,0
10,2,13,8.0,6,0,0
15,1,14,8.0,8,0,1
10,1,21,8.0,12,0,1
5,2,45,8.0,7,0,0
5,4,63,8.0,5,1,0
10,5,22,0.0,7,0,0
21,2,14,0.0,10,0,0
19,1,12,8.0,22,0,1
5,1,55,10.5,0,0,0
5,3,21,0.0,6,0,0
14,2,11,8.5,14,1,0
17,2,2,0.0,13,0,0
14,2,35,10.5,3,0,1
14,3,6,8.0,9,0,0
1,2,14,14.0,12,1,1
21,1,5,0.0,0,0,0
17,4,42,8.0,6,1,0
21,4,51,8.0,12,1,0
14,5,41,0.0,4,0,1
5,1,7,10.0,4,0,0
5,1,21,0.0,4,0,1
14,1,38,11.5,0,0,0
8,2,7,11.5,6,0,1
5,1,13,15.0,21,0,1
21,1,6,0.0,0,0,1
17,4,21,0.0,6,1,1
14,3,7,0.0,17,0,0
5,4,14,8.0,12,0,0
14,3,4,0.0,3,0,0
10,1,21,0.0,21,0,0
10,4,28,0.0,0,0,0
8,4,7,0.0,9,0,1
14,2,35,8.0,8,1,0
8,4,7,0.0,10,0,1
8,3,12,0.0,5,0,0
14,2,20,0.0,3,0,0
10,2,8,0.0,3,0,0
14,2,8,0.0,0,0,0
17,4,13,0.0,6,0,0
5,1,28,0.0,12,0,0
17,3,10,8.0,8,0,0
8,2,7,0.0,12,0,1
14,4,28,0.0,5,1,0
17,2,9,0.0,4,0,0
21,4,28,0.0,5,0,0
8,2,7,11.0,11,0,0
19,1,14,8.0,8,0,1
19,3,14,8.0,8,0,1
14,2,43,8.0,4,0,0
14,1,21,11.5,8,0,1
21,2,16,8.0,4,0,0
14,3,20,0.0,11,0,1
5,1,63,10.5,0,0,1
10,4,31,8.0,7,0,1
8,3,38,8.0,6,1,0
5,3,3,0.0,5,0,0
14,2,29,0.0,11,1,1
14,2,19,11.5,5,0,1
10,1,11,13.0,9,0,1
19,2,10,8.0,5,0,0
8,1,6,8.0,4,1,0
17,4,7,0.0,3,0,0
17,1,35,8.0,10,0,1
5,2,22,8.0,3,0,0
14,2,37,8.0,27,0,0
17,4,14,8.0,20,0,0
5,3,18,0.0,11,1,0
10,1,3,14.0,18,0,1
10,2,25,8.0,9,0,0
10,4,19,0.0,15,0,0
17,3,8,0.0,3,0,0
10,4,77,8.0,0,0,0
15,1,35,8.0,10,0,0
14,2,18,0.0,6,0,0
14,3,33,8.0,10,0,0
21,3,34,0.0,9,0,0
14,1,48,11.5,3,1,0
17,2,13,0.0,13,0,1
5,1,7,0.0,4,0,1
17,4,35,8.0,10,0,0
8,5,6,0.0,13,0,0
5,1,7,13.0,12,0,0
5,1,12,14.0,8,0,0
17,2,55,11.0,2,1,0
8,2,7,13.5,7,0,0
5,1,7,8.0,0,1,0
5,1,7,11.0,6,0,0
19,4,40,8.0,4,1,0
14,3,18,0.0,6,1,1
10,4,8,8.0,6,0,0
21,2,7,0.0,2,0,1
19,1,35,8.0,4,0,1
5,4,49,0.0,6,1,0
8,1,20,11.5,5,1,0
17,2,28,8.0,4,0,0
8,3,1,0.0,3,0,0
5,1,7,0.0,5,0,0
21,1,7,11.0,11,0,0
5,1,27,10.0,5,0,1
8,1,4,0.0,11,1,0
21,1,14,20.5,16,0,0
8,4,42,8.0,4,0,0
5,1,6,8.5,8,0,0
5,2,11,0.0,11,0,0
10,4,49,8.0,5,0,0
14,2,21,0.0,5,0,0
8,1,63,11.0,0,0,0
5,2,28,8.0,10,0,1
5,1,3,10.0,0,1,0
8,4,7,8.0,15,0,1
14,3,28,0.0,4,1,0
15,4,17,0.0,5,0,0
19,2,26,8.0,10,0,0
14,4,21,0.0,6,0,1
17,1,35,8.0,8,0,0
8,5,25,0.0,4,0,0
17,2,8,0.0,6,1,0
14,1,9,12.5,4,0,0
19,3,13,8.0,10,0,0
19,3,14,0.0,4,0,0
17,3,28,0.0,4,0,0
17,3,60,8.0,0,0,1
5,2,19,8.0,5,0,1
5,1,21,0.0,10,0,1
8,2,14,15.5,9,0,1
17,2,35,0.0,7,1,1
8,3,19,0.0,5,1,0
15,3,50,8.0,5,0,0
15,2,7,0.0,16,0,0
8,1,35,8.0,3,0,0
17,4,70,8.0,3,1,1
19,4,42,8.0,8,1,0
15,4,63,8.0,5,1,0
5,3,19,0.0,0,0,0
5,3,14,0.0,6,0,1
5,4,14,0.0,7,1,1
5,3,18,8.0,3,0,0
21,1,5,0.0,5,1,0
17,1,14,8.0,12,0,0
14,2,7,12.0,9,0,1
5,2,53,8.0,0,1,0
8,1,58,8.0,3,1,0
17,4,51,8.0,4,1,0
14,4,3,0.0,4,0,0
14,3,21,8.0,7,0,0
14,3,43,0.0,4,1,0
21,4,7,8.0,3,0,0
5,4,14,0.0,8,0,1
8,2,10,0.0,9,0,0
14,1,21,10.5,3,0,0
17,2,4,8.0,3,0,0
10,3,27,8.0,2,0,1
10,3,6,0.0,7,0,0
17,3,4,0.0,27,0,0
5,2,14,8.5,6,0,0
17,1,7,10.0,6,0,1
10,2,11,0.0,1,1,0
19,4,12,8.0,7,0,0
8,3,47,8.0,5,1,0
8,1,21,11.0,8,0,0
15,1,62,8.5,5,1,0
5,4,14,0.0,13,0,0
10,4,4,0.0,7,0,0
19,5,13,8.0,7,0,0
15,1,46,10.0,0,0,0
21,1,21,0.0,4,0,1
5,4,35,0.0,13,0,1
10,2,21,13.0,18,0,0
17,3,12,8.0,4,0,0
10,1,20,10.5,7,0,0
15,5,12,0.0,3,0,0
8,3,13,0.0,9,0,0
5,1,13,8.0,7,0,0
15,1,28,8.0,4,0,1
5,1,18,10.0,7,0,0
19,2,7,10.5,4,0,0
5,2,19,8.0,6,1,0
14,1,13,12.0,6,0,0
14,3,6,0.0,17,0,0
8,2,13,8.0,13,1,0
21,3,73,8.0,0,0,0
5,1,7,10.0,4,0,0
14,4,6,0.0,4,0,0
17,3,39,0.0,6,0,0
10,2,13,8.0,0,0,0
14,3,18,8.0,8,0,0
15,5,14,0.0,3,1,1
14,1,11,15.0,15,0,0
17,4,21,8.0,5,1,1
21,1,21,8.0,13,0,1
14,3,22,0.0,8,0,1
17,4,8,0.0,11,0,0
15,2,35,0.0,10,0,0
5,3,42,0.0,10,0,0
21,1,1,0.0,8,0,0
14,1,7,11.5,5,0,0
21,1,6,0.0,9,0,0
19,1,27,0.0,16,0,1
14,4,14,8.0,8,0,1
21,1,20,8.0,10,0,1
17,3,7,0.0,4,0,0
15,1,14,8.5,2,0,0
17,2,36,8.0,7,1,0
17,2,36,8.0,11,0,1
21,1,6,8.5,0,1,0
17,3,31,8.0,4,0,0
17,2,6,0.0,5,0,0
10,3,34,8.0,4,0,0
14,5,6,0.0,6,0,0
5,5,1,8.0,0,1,1
14,2,6,0.0,9,0,0
14,2,17,8.0,9,0,0
5,5,6,0.0,6,0,0
14,2,6,0.0,15,0,1
21,5,14,0.0,4,0,0
10,5,14,0.0,4,0,0
21,4,27,8.0,0,1,0
10,4,3,0.0,4,0,0
10,2,6,12.0,8,0,0
10,2,24,8.0,6,0,0
5,2,16,8.0,0,0,0
19,2,12,0.0,15,0,0
8,1,49,8.0,6,1,0
14,1,21,0.0,18,0,0
17,2,7,8.0,7,0,0
21,1,20,11.0,6,1,0
14,2,91,14.5,4,1,1
10,2,64,8.0,6,1,1
21,2,21,0.0,6,0,0
14,3,26,8.0,12,0,0
19,1,7,11.0,5,0,0
17,4,5,0.0,6,0,0
8,2,7,13.5,7,0,0
8,4,5,8.0,13,0,0
17,1,21,0.0,9,1,0
19,1,12,15.5,16,0,0
21,3,9,8.0,17,0,0
8,2,15,8.0,5,1,0
15,3,6,8.0,12,0,0
14,3,7,0.0,8,0,1
8,4,28,0.0,13,1,0
17,2,6,0.0,33,0,0
17,4,26,0.0,0,0,0
21,1,7,10.0,5,0,0
14,3,14,0.0,7,0,1
8,1,39,11.5,0,0,0
17,4,17,8.0,3,0,0
15,1,20,0.0,10,0,0
14,3,28,8.0,7,1,1
17,3,33,8.0,3,1,0
19,1,61,14.5,0,0,0
19,4,27,0.0,36,0,0
14,2,61,8.0,4,1,0
8,1,7,10.5,4,0,0
8,4,25,0.0,7,1,0
17,1,34,8.5,7,1,0
8,3,10,8.0,9,0,0
17,4,6,8.0,14,0,0
10,1,21,8.0,5,0,1
21,4,21,0.0,11,0,0
5,2,19,8.0,8,0,0
21,1,14,15.0,5,0,0
19,1,14,0.0,8,0,0
21,4,71,8.0,0,0,0
10,1,4,0.0,3,1,0
8,2,14,0.0,0,0,1
10,3,5,0.0,7,0,0
10,3,10,8.0,5,0,1
21,3,6,8.0,19,0,0
21,4,14,0.0,4,0,0
10,3,3,0.0,9,0,0
14,2,26,0.0,6,0,0
17,1,48,10.5,0,0,0
14,3,24,8.0,6,0,0
5,3,47,8.0,21,0,0
21,3,15,8.0,8,0,1
8,1,7,21.0,23,0,1
15,4,21,0.0,8,0,0
5,2,10,8.0,4,0,0
17,1,21,0.0,32,0,0
8,2,5,8.0,27,0,0
14,5,24,0.0,4,0,0
5,2,7,11.5,10,0,0
8,2,14,0.0,4,0,0
14,1,7,14.5,5,0,1
8,2,26,8.0,4,0,0
10,4,5,8.0,7,0,0
10,1,21,10.5,5,0,0
10,1,7,8.0,22,0,0
19,2,28,11.0,7,0,1
14,1,42,8.5,0,0,0
17,3,7,0.0,20,0,0
8,2,14,8.0,9,1,1
5,3,65,8.0,8,1,1
15,3,21,0.0,9,0,0
17,1,76,10.5,0,0,0
8,2,26,8.0,11,0,0
21,3,44,8.0,5,0,0
21,5,20,0.0,3,0,0
5,2,8,8.0,10,0,0
8,1,21,0.0,7,0,0
8,5,5,0.0,4,0,0
14,4,21,0.0,12,0,1
10,2,7,13.0,8,0,0
14,3,13,0.0,12,0,0
17,5,6,0.0,6,0,0
15,1,49,8.0,11,1,0
21,3,51,8.0,6,0,1
17,2,7,0.0,7,0,0
10,2,7,10.5,18,0,0
5,1,21,10.0,5,0,0
21,1,7,8.0,5,0,0
15,1,41,10.0,0,0,0
14,3,35,0.0,8,0,1
21,5,19,8.0,8,1,0
19,5,6,8.0,8,0,1
8,3,5,0.0,13,0,0
17,2,8,11.0,7,0,0
5,4,28,8.0,0,0,0
10,4,7,0.0,20,0,0
8,3,21,0.0,4,0,0
14,3,17,0.0,6,0,0
5,1,7,8.0,10,0,0
5,1,31,0.0,6,0,0
10,4,23,0.0,0,0,0
19,4,35,0.0,8,0,0
8,4,7,0.0,3,0,1
17,4,5,8.0,4,0,0
21,3,14,0.0,9,0,1
14,1,11,8.0,7,0,0
17,1,2,0.0,5,0,0
15,2,2,0.0,3,0,0
17,2,38,8.0,2,1,0
15,1,30,8.0,5,0,1
21,3,43,0.0,18,0,1
5,4,9,0.0,10,0,0
14,1,13,11.0,4,0,0
14,4,26,8.0,0,0,0
8,3,6,8.0,12,0,0
21,4,35,8.0,9,0,0
8,2,25,8.0,6,0,1
21,1,35,8.5,0,0,0
14,4,6,8.0,8,0,0
17,1,50,10.0,0,0,0
5,1,62,8.0,0,0,0
14,3,21,0.0,0,0,0
14,2,7,0.0,11,0,0
10,1,14,8.0,4,0,0
15,2,7,0.0,15,0,0
14,1,7,8.5,6,0,0
14,5,13,0.0,10,0,0
8,4,35,0.0,19,0,0
5,1,58,8.0,0,1,0
14,2,12,8.0,4,0,1
17,3,5,8.0,11,0,0
19,2,26,8.0,13,0,0
10,2,5,0.0,18,0,0
14,4,4,0.0,7,0,0
5,2,2,0.0,3,0,0
10,1,8,8.0,5,0,0
5,1,1,10.0,7,0,0
14,4,49,8.0,3,1,1
19,3,47,8.0,4,0,0
5,1,14,10.5,6,0,0
8,1,21,8.0,9,1,1
8,5,6,8.0,9,0,0
19,1,63,15.0,0,1,0
8,4,7,8.0,4,0,1
17,2,6,8.0,4,0,0
8,5,34,8.0,8,1,1
14,2,35,8.0,5,0,0
8,1,21,16.0,15,0,0
8,2,26,8.0,8,1,0
8,4,14,8.0,14,0,0
5,1,29,10.5,6,0,1
17,1,19,18.5,12,0,0
5,3,22,0.0,5,0,0
19,5,6,8.0,4,0,0
10,1,5,0.0,5,0,0
17,2,49,9.5,2,1,0
17,4,36,8.0,3,1,1
21,3,14,0.0,12,0,0
10,3,7,0.0,7,0,0
14,4,21,0.0,3,0,0
14,2,7,13.0,13,0,0
5,1,44,8.5,0,0,0
15,4,26,0.0,0,0,0
14,2,24,10.5,11,0,1
8,4,28,8.0,0,0,0
15,4,21,0.0,5,0,0
8,5,34,0.0,3,1,0
8,2,7,15.5,10,0,0
17,2,55,8.5,0,0,0
19,4,23,0.0,0,0,0
21,1,63,8.0,0,0,0
8,1,35,12.5,5,1,0
14,3,33,8.0,10,0,0
19,3,20,0.0,0,0,0
8,4,7,8.0,11,0,0
21,1,91,11.0,0,0,0
8,2,22,8.0,5,0,0
14,2,12,8.0,0,0,0
8,1,11,11.0,5,0,0
17,4,21,8.0,3,0,0
5,4,4,0.0,10,0,0
15,3,38,8.0,21,0,0
17,4,56,8.0,11,1,0
14,2,14,0.0,5,0,0
15,1,28,12.0,5,0,0
14,3,24,8.0,4,0,0
14,2,49,8.5,0,0,0
8,2,14,10.0,5,0,0
10,2,7,0.0,6,0,0
17,1,7,8.0,4,0,1
21,1,35,8.0,5,0,1
14,4,21,8.0,2,0,0
19,2,26,8.0,5,0,0
14,3,22,0.0,3,0,0
15,4,28,0.0,8,1,0
19,3,10,8.0,5,0,1
14,1,28,10.0,7,0,1
19,1,21,8.0,13,0,0
21,3,21,0.0,11,0,0
14,4,15,0.0,3,0,1
10,2,39,8.0,5,0,0
19,1,14,0.0,7,0,0
8,2,11,8.0,5,0,0
10,3,17,0.0,0,0,1
15,3,44,8.0,5,0,0
8,2,42,11.0,3,1,0
14,1,6,8.0,0,0,0
8,3,6,0.0,13,0,0
8,5,29,0.0,6,1,0
5,3,19,0.0,9,0,1
19,1,14,10.0,4,0,0
17,2,56,10.5,6,1,1
14,3,11,0.0,3,0,0
21,5,1,8.0,4,1,0
17,1,9,8.0,4,1,0
15,2,7,14.0,10,0,1
17,1,32,11.5,7,0,0
14,1,16,0.0,4,0,0
17,3,33,8.0,5,0,0
21,1,7,0.0,6,0,1
17,4,7,0.0,11,0,0
17,1,27,0.0,26,0,1
5,3,6,8.0,18,0,0
5,1,18,11.5,3,0,0
17,1,13,0.0,5,0,0
21,2,37,8.0,11,1,1
14,2,5,0.0,15,0,1
14,4,6,0.0,2,0,0
5,3,16,0.0,0,0,0
14,1,7,0.0,16,0,0
14,4,42,0.0,4,0,1
10,1,21,0.0,12,0,0
17,2,98,10.5,0,1,0
19,1,43,13.5,0,0,1
8,1,21,10.5,10,0,0
8,3,5,0.0,5,0,0
21,1,7,0.0,9,0,0
21,4,41,8.0,7,1,0
8,4,35,8.0,7,1,1
15,4,4,0.0,8,0,1
19,4,23,0.0,6,1,0
10,3,6,0.0,8,0,0
5,1,21,11.0,3,1,0
10,2,21,11.5,12,0,0
8,3,2,0.0,6,0,1
14,2,4,8.0,11,0,0
14,1,62,8.0,7,1,0
17,1,42,8.0,16,1,1
14,2,7,13.0,10,0,1
5,3,14,0.0,3,0,1
8,4,22,0.0,9,1,0
14,4,6,8.0,11,0,0
21,5,34,0.0,5,0,0
10,2,27,8.0,6,0,0
14,4,13,8.0,5,0,0
15,3,21,8.0,17,1,0
14,3,11,0.0,12,0,0
14,4,21,8.0,5,0,0
5,2,69,8.0,4,1,0
15,1,6,8.0,3,0,0
8,2,36,8.0,7,0,1
17,3,20,0.0,6,1,1
15,2,49,8.0,0,0,0
10,1,21,11.5,11,0,0
10,1,42,9.0,11,1,1
14,4,75,8.0,3,1,0
14,2,49,8.0,0,0,0
15,2,42,8.0,14,1,1
10,1,21,8.0,3,0,0
8,3,5,8.0,13,0,0
15,1,6,0.0,0,0,0
14,1,7,12.0,5,0,0
5,3,24,8.0,5,0,1
10,1,69,23.0,0,0,0
15,1,7,0.0,6,0,1
17,1,21,11.5,5,0,0
5,3,79,8.0,0,0,0
15,3,16,0.0,4,1,0
21,3,5,8.0,6,0,0
5,5,8,0.0,4,0,0
5,4,14,0.0,25,0,0
21,1,20,8.0,4,0,0
14,4,52,0.0,17,0,0
17,1,7,11.0,5,0,0
14,1,7,0.0,6,0,0
14,2,37,0.0,17,0,0
8,3,24,8.0,3,0,0
10,2,55,8.0,0,0,0
5,1,27,0.0,6,0,0
19,3,34,8.0,9,0,0
14,1,6,0.0,0,0,1
8,2,7,15.5,7,0,0
10,1,27,11.0,10,0,0
15,1,75,10.0,3,1,0
14,2,18,8.0,3,0,1
21,1,3,0.0,0,0,1
10,1,18,11.0,5,0,0
17,2,14,0.0,9,1,0
14,2,40,8.0,6,1,0
17,4,21,8.0,4,0,0
17,4,15,8.0,5,0,0
10,1,34,8.5,6,0,0
17,1,91,11.0,0,0,0
10,3,19,0.0,4,1,0
10,1,7,11.0,3,0,1
15,3,27,8.0,8,0,0
10,2,20,10.5,2,0,0
8,2,11,0.0,0,0,1
14,2,20,0.0,4,1,1
14,2,59,8.0,9,1,0
14,4,13,0.0,7,0,1
19,3,3,0.0,7,0,0
5,2,13,0.0,2,0,0
8,1,13,8.0,6,0,0
21,1,7,0.0,6,0,0
5,1,28,13.5,10,0,0
17,2,2,8.0,5,0,0
8,1,14,8.0,5,0,0
14,2,5,0.0,4,0,0
15,1,7,8.0,5,0,0
5,3,51,8.0,5,1,0
14,3,14,0.0,13,0,0
14,2,32,11.5,4,0,0
21,2,7,0.0,4,0,1
14,3,34,0.0,2,0,0
17,1,36,8.5,0,0,0
5,4,21,0.0,4,0,1
8,4,21,0.0,11,0,1
14,5,6,8.0,11,0,0
21,4,35,0.0,5,0,1
10,5,6,0.0,11,0,1
5,3,24,8.0,8,0,0
8,2,21,11.5,27,0,0
17,2,6,8.0,2,0,0
19,3,3,0.0,10,0,0
14,4,42,0.0,7,0,0
19,4,26,0.0,4,1,0
8,2,84,11.5,0,0,0
14,4,29,8.0,5,0,0
21,1,3,0.0,6,0,0
19,2,21,0.0,5,0,0
10,1,34,8.0,8,1,1
14,1,7,9.5,3,0,1
15,2,7,11.0,8,0,0
8,4,5,0.0,11,0,0
14,2,7,12.5,9,0,0
14,3,13,8.0,6,0,0
15,4,6,0.0,7,0,0
8,2,56,11.5,0,0,1
8,2,3,8.0,12,0,0
21,2,7,11.0,3,0,0
14,5,13,8.0,5,0,0
19,2,21,8.0,3,0,0
8,4,47,0.0,6,1,0
5,2,35,12.0,8,0,0
14,4,25,0.0,4,1,0
14,5,1,8.0,5,1,1
14,1,6,0.0,9,1,0
8,4,35,8.0,11,0,0
17,2,7,12.5,5,0,0
17,1,29,8.0,19,0,0
15,4,20,8.0,3,0,1
21,2,7,0.0,6,0,0
14,1,21,14.0,5,1,1
17,1,3,11.5,5,0,0
14,4,4,0.0,7,0,0
14,2,31,8.0,5,0,0
10,4,28,0.0,10,1,1
21,4,49,8.0,4,1,0
